Produto;Preço;Pgto.;Nº Parcelas;Data;Cliente;E-mail;Estado;Regiao;DDD;Telefone
Produto A;R$ 500;Boleto Bancário;1;19-May-20;Ricardo Martins;ricardo@hotmail.com;São Paulo;Sudeste;11;974700000
Produto A;R$ 500;Cartão de Credito;8;19-May-20;Joelma Martins;joelma@gmail.com;São Paulo;Sudeste;11;954400000
Produto B;R$ 1.000;Cartão de Credito;6;19-May-20;Josilene Martins;josilene@hotmail.com;Pernambuco;Nordeste;81;981100000
Produto A;R$ 500;Cartão de Credito;10;20-May-20;Dalane Martins;dalane@gmail.com;São Paulo;Sudeste;11;966900000
Produto B;R$ 1.000;Cartão de Credito;1;20-May-20;Lissie Martins;lissie@hotmail.com;São Paulo;Sudeste;11;960300000
Produto A;R$ 500;Cartão de Credito;5;20-May-20;Leonan Martins;leonan@gmail.com;São Paulo;Sudeste;18;981900000
Produto B;R$ 1.000;Boleto Bancário;1;20-May-20;Flavio Martins;flavio@gmail.com;Rio de Janeiro;Sudeste;21;976900000
Produto A;R$ 500;Cartão de Credito;5;20-May-20;Jonatas Martins;jonatas@gmail.com;Rio Grande do Sul;Sul;55;991000000
Produto A;R$ 500;Cartão de Credito;12;20-May-20;Keverson Martins;keverson@gmail.com;Paraíba;Nordeste;83;986200000
Produto A;R$ 500;Cartão de Credito;4;20-May-20;Adelia Martins;adelia@gmail.com;São Paulo;Sudeste;11;971500000
Produto A;R$ 500;Cartão de Credito;12;21-May-20;Emily Martins;emily@gmail.com;São Paulo;Sudeste;11;941300000
Produto A;R$ 500;Cartão de Credito;10;21-May-20;Edmilson Martins;edmilson@gmail.com;São Paulo;Sudeste;16;981000000
Produto B;R$ 1.000;Cartão de Credito;3;21-May-20;Ibrahin Martins;ibrahin@gmail.com;Rio de Janeiro;Sudeste;21;982400000
Produto A;R$ 500;Cartão de Credito;12;21-May-20;Indianara Martins;indianara@gmail.com;Santa Catarina;Sul;48;996400000
Produto B;R$ 1.000;Cartão de Credito;1;21-May-20;Graziele Martins;graziele@outlook.com;São Paulo;Sudeste;11;999300000
Produto B;R$ 1.000;Cartão de Credito;12;22-May-20;Thales Martins;thales@gmail.com;Goiás;Centro-Oeste;64;992400000
Produto A;R$ 500;Cartão de Credito;12;22-May-20;Diêgo Martins;diego@gmail.com;Goiás;Centro-Oeste;62;982300000
Produto A;R$ 500;Boleto Bancário;1;22-May-20;Robison Martins;robison@gmail.com;São Paulo;Sudeste;15;998300000
Produto A;R$ 500;Cartão de Credito;1;22-May-20;Herventon Martins;herventon@gmail.com;Rio de Janeiro;Sudeste;21;981000000
Produto B;R$ 1.000;Cartão de Credito;1;22-May-20;Fabiely Martins;fabiely@hotmail.com;Mato Grosso;Centro-Oeste;65;999200000
Produto A;R$ 500;Cartão de Credito;12;22-May-20;Cassiane Martins;cassiane@gmail.com;Rio de Janeiro;Sudeste;21;975000000
Produto A;R$ 500;Cartão de Credito;12;22-May-20;Herllon Martins;herllon@hotmail.com;Distrito Federal;Centro-Oeste;61;999900000
Produto A;R$ 500;Cartão de Credito;3;22-May-20;Joubert Martins;joubert@hotmail.com.br;Minas Gerais;Sudeste;31;994900000
Produto B;R$ 1.000;Boleto Bancário;1;23-May-20;Leticia Martins;leticia@gmail.com;Mato Grosso do Sul;Centro-Oeste;67;996400000
Produto A;R$ 500;Cartão de Credito;12;23-May-20;Erinaldo Martins;erinaldo@gmail.com;Distrito Federal;Centro-Oeste;61;986300000
Produto B;R$ 1.000;Cartão de Credito;12;23-May-20;Arnóbio Martins;arnobio@gmail.com;São Paulo;Sudeste;11;979800000
Produto C;R$ 2.000;Cartão de Credito;10;23-May-20;Jackeline Martins;jackeline@gmail.com;São Paulo;Sudeste;11;960300000
Produto B;R$ 1.000;Cartão de Credito;6;23-May-20;Kleiton Martins;kleiton@gmail.com;Amazonas;Norte;92;993200000
Produto B;R$ 1.000;Cartão de Credito;12;23-May-20;Vaine Martins;vaine@terra.com.br;São Paulo;Sudeste;19;996000000
Produto C;R$ 2.000;Boleto Bancário;2;23-May-20;Adriana Martins;adriana@gmail.com;São Paulo;Sudeste;11;992700000
Produto A;R$ 500;Cartão de Credito;10;24-May-20;Joandra Martins;joandra@gmail.com;Espírito Santo;Sudeste;27;997900000
Produto C;R$ 2.000;Boleto Bancário;1;24-May-20;Hildebrando Martins;hildebrando@gmail.com;Ceará;Nordeste;85;997600000
Produto C;R$ 2.000;Boleto Bancário;1;24-May-20;Silvanio Martins;silvanio@gmail.com;Alagoas;Nordeste;82;999800000
Produto B;R$ 1.000;Cartão de Credito;12;24-May-20;Wendal Martins;wendal@yahoo.com.br;São Paulo;Sudeste;11;965000000
Produto A;R$ 500;Cartão de Credito;12;24-May-20;Deyla Martins;deyla@gmail.com;Pará;Norte;91;982400000
Produto C;R$ 2.000;Cartão de Credito;6;24-May-20;Salomão Martins;salomao@gmail.com;Pará;Norte;91;988200000
Produto C;R$ 2.000;Cartão de Credito;5;25-May-20;Karen Martins;karen@gmail.com;São Paulo;Sudeste;11;945000000
Produto B;R$ 1.000;Cartão de Credito;12;25-May-20;Fabiano Martins;fabiano@gmail.com;Distrito Federal;Centro-Oeste;61;983100000
Produto A;R$ 500;Cartão de Credito;1;25-May-20;Gabrielle Martins;gabrielle@gmail.com;São Paulo;Sudeste;13;996000000
Produto B;R$ 1.000;Cartão de Credito;12;25-May-20;Ralf Martins;ralf@gmail.com;Pernambuco;Nordeste;81;992800000
Produto B;R$ 1.000;Cartão de Credito;1;25-May-20;Stefan Martins;stefan@hotmail.com;São Paulo;Sudeste;11;971700000
Produto C;R$ 2.000;Cartão de Credito;2;25-May-20;Gisele Martins;gisele@gmail.com;São Paulo;Sudeste;13;981100000
Produto B;R$ 1.000;Cartão de Credito;12;25-May-20;Mikaelle Martins;mikaelle@gmail.com;São Paulo;Sudeste;11;953900000
Produto A;R$ 500;Cartão de Credito;1;25-May-20;Sâmela Martins;samela@gmail.com;Rio de Janeiro;Sudeste;21;991900000
Produto C;R$ 2.000;Cartão de Credito;1;25-May-20;Barbara Martins;barbara@yahoo.com.br;Rio de Janeiro;Sudeste;21;981800000
Produto C;R$ 2.000;Cartão de Credito;1;25-May-20;Nathália Martins;nathalia@hotmail.com;São Paulo;Sudeste;11;982800000
Produto B;R$ 1.000;Cartão de Credito;10;26-May-20;Claudemir Martins;claudemir@gmail.com;Paraná;Sul;45;999400000
Produto A;R$ 500;Cartão de Credito;12;26-May-20;Sidinei Martins;sidinei@hotmail.com;Paraná;Sul;46;999100000
Produto B;R$ 1.000;Cartão de Credito;1;26-May-20;Kássia Martins;kassia@gmail.com;Rio Grande do Sul;Sul;54;991700000
Produto C;R$ 2.000;Cartão de Credito;12;26-May-20;Cassio Martins;cassio@hotmail.com;São Paulo;Sudeste;19;997200000
Produto A;R$ 500;Cartão de Credito;1;26-May-20;Lucimara Martins;lucimara@gmail.com;São Paulo;Sudeste;19;988300000
Produto B;R$ 1.000;Cartão de Credito;12;26-May-20;Ilmo Martins;ilmo@gmail.com;Rio Grande do Sul;Sul;54;996100000
Produto B;R$ 1.000;Cartão de Credito;12;26-May-20;Tayná Martins;tayna@gmail.com;Rio de Janeiro;Sudeste;21;982200000
Produto A;R$ 500;Cartão de Credito;12;27-May-20;Wesly Martins;wesly@gmail.com;Pernambuco;Nordeste;81;988300000
Produto A;R$ 500;Cartão de Credito;1;27-May-20;Gerres Martins;gerres@hotmail.com;São Paulo;Sudeste;11;966400000
Produto C;R$ 2.000;Boleto Bancário;1;27-May-20;Robert Martins;robert@hotmail.com;Goiás;Centro-Oeste;64;996500000
Produto A;R$ 500;Cartão de Credito;2;27-May-20;Yanoama Martins;yanoama@hotmail.com;São Paulo;Sudeste;11;945500000
Produto A;R$ 500;Cartão de Credito;12;27-May-20;Clarisse Martins;clarisse@gmail.com;Rio de Janeiro;Sudeste;24;992300000
Produto B;R$ 1.000;Cartão de Credito;12;27-May-20;Nara Martins;nara@gmail.com;Rio Grande do Norte;Nordeste;84;998400000
Produto B;R$ 1.000;Cartão de Credito;10;27-May-20;Naelson Martins;naelson@gmail.com;São Paulo;Sudeste;11;954700000
Produto A;R$ 500;Cartão de Credito;1;27-May-20;Eldieni Martins;eldieni@gmail.com;Pará;Norte;91;984700000
Produto C;R$ 2.000;Cartão de Credito;1;28-May-20;Shelen Martins;shelen@gmail.com;Bahia;Nordeste;71;999500000
Produto A;R$ 500;Cartão de Credito;1;28-May-20;Jade Martins;jade@gmail.com;Rio de Janeiro;Sudeste;21;984400000
Produto B;R$ 1.000;Cartão de Credito;12;28-May-20;Lucineide Martins;lucineide@hotmail.com;Distrito Federal;Centro-Oeste;61;999600000
Produto C;R$ 2.000;Cartão de Credito;5;28-May-20;Isaac Martins;isaac@gmail.com;São Paulo;Sudeste;19;993800000
Produto A;R$ 500;Cartão de Credito;12;28-May-20;Irlayne Martins;irlayne@hotmail.com;Rio de Janeiro;Sudeste;21;982500000
Produto C;R$ 2.000;Boleto Bancário;1;29-May-20;Ewelyn Martins;ewelyn@yahoo.com.br;São Paulo;Sudeste;19;993500000
Produto C;R$ 2.000;Cartão de Credito;3;29-May-20;Anelise Martins;anelise@hotmail.com;Paraná;Sul;43;999200000
Produto A;R$ 500;Cartão de Credito;12;29-May-20;Gisele Martins;gisele@hotmail.com;Rio de Janeiro;Sudeste;24;992600000
Produto B;R$ 1.000;Cartão de Credito;1;29-May-20;Cassio Martins;cassio@gmail.com;Distrito Federal;Centro-Oeste;61;981200000
Produto B;R$ 1.000;Cartão de Credito;5;29-May-20;Yohanna Martins;yohanna@gmail.com;Ceará;Nordeste;85;985800000
Produto B;R$ 1.000;Cartão de Credito;12;30-May-20;Evandro Martins;evandro@gmail.com;Rio de Janeiro;Sudeste;24;998400000
Produto B;R$ 1.000;Cartão de Credito;1;30-May-20;Handerson Martins;handerson@gmail.com;Distrito Federal;Centro-Oeste;61;999600000
Produto B;R$ 1.000;Cartão de Credito;12;30-May-20;Aisllan Martins;aisllan@gmail.com;Pará;Norte;94;992000000
Produto C;R$ 2.000;Boleto Bancário;4;30-May-20;Sandro Martins;sandro@gmail.com;Rio de Janeiro;Sudeste;21;994000000
Produto C;R$ 2.000;Cartão de Credito;12;30-May-20;Laurie Martins;laurie@gmail.com;Paraná;Sul;41;992700000
Produto A;R$ 500;Cartão de Credito;3;30-May-20;Brunella Martins;brunella@hotmail.com;Espírito Santo;Sudeste;27;988700000
Produto A;R$ 500;Cartão de Credito;12;30-May-20;Silvia Martins;silvia@gmail.com;São Paulo;Sudeste;11;986600000
Produto B;R$ 1.000;Boleto Bancário;1;30-May-20;Helena Martins;helena@gmail.com;São Paulo;Sudeste;11;983600000
Produto A;R$ 500;Cartão de Credito;6;30-May-20;erica Martins;erica@gmail.com;Pernambuco;Nordeste;81;985300000
Produto A;R$ 500;Cartão de Credito;12;31-May-20;Christiano Martins;christiano@hotmail.com;Rio Grande do Sul;Sul;51;999800000
Produto C;R$ 2.000;Boleto Bancário;1;31-May-20;Jairo Martins;jairo@gmail.com;Paraná;Sul;41;984000000
Produto B;R$ 1.000;Cartão de Credito;12;31-May-20;Macgregor Martins;macgregor@gmail.com;Rio Grande do Sul;Sul;51;991600000
Produto A;R$ 500;Cartão de Credito;10;31-May-20;Marco Martins;marco@hotmail.com;Rio de Janeiro;Sudeste;21;973200000
Produto A;R$ 500;Cartão de Credito;1;31-May-20;Edne Martins;edne@gmail.com;Paraná;Sul;41;996800000
Produto C;R$ 2.000;Cartão de Credito;3;31-May-20;Andrey Martins;andrey@gmail.com;Paraná;Sul;45;991400000
Produto C;R$ 2.000;Cartão de Credito;6;1-Jun-20;Elizabete Martins;elizabete@gmail.com;Rio de Janeiro;Sudeste;21;985000000
Produto B;R$ 1.000;Boleto Bancário;1;1-Jun-20;Rejman Martins;rejman@gmail.com;Espírito Santo;Sudeste;27;997000000
Produto B;R$ 1.000;Cartão de Credito;12;1-Jun-20;Josiel Martins;josiel@gmail.com;Piauí;Nordeste;86;999500000
Produto A;R$ 500;Boleto Bancário;1;1-Jun-20;Gleice Martins;gleice@gmail.com;Minas Gerais;Sudeste;31;991300000
Produto B;R$ 1.000;Cartão de Credito;12;2-Jun-20;Sayaka Martins;sayaka@hotmail.com;Rio de Janeiro;Sudeste;21;982200000
Produto A;R$ 500;Cartão de Credito;5;2-Jun-20;Ruian Martins;ruian@gmail.com;Rio de Janeiro;Sudeste;24;999000000
Produto A;R$ 500;Cartão de Credito;12;2-Jun-20;Dalvan Martins;dalvan@gmail.com;Paraná;Sul;41;995400000
Produto B;R$ 1.000;Cartão de Credito;1;2-Jun-20;Flora Martins;flora@globo.com;Rio de Janeiro;Sudeste;21;995400000
Produto C;R$ 2.000;Cartão de Credito;8;2-Jun-20;Marcília Martins;marcilia@yahoo.com.br;Rio de Janeiro;Sudeste;21;983300000
Produto A;R$ 500;Cartão de Credito;1;2-Jun-20;Lenin Martins;lenin@gmail.com;Maranhão;Nordeste;98;991700000
Produto A;R$ 500;Cartão de Credito;4;2-Jun-20;Brenno Martins;brenno@hotmail.com;Bahia;Nordeste;71;981200000
Produto B;R$ 1.000;Cartão de Credito;10;2-Jun-20;Alexander Martins;alexander@gmail.com;Minas Gerais;Sudeste;31;999700000
Produto C;R$ 2.000;Boleto Bancário;1;3-Jun-20;Cassio Martins;cassio@hotmail.com;São Paulo;Sudeste;19;997200000
Produto A;R$ 500;Cartão de Credito;7;3-Jun-20;Gesny Martins;gesny@hotmail.com;Minas Gerais;Sudeste;31;996800000
Produto B;R$ 1.000;Boleto Bancário;1;3-Jun-20;erico Martins;erico@yahoo.com.br;São Paulo;Sudeste;11;992200000
Produto B;R$ 1.000;Cartão de Credito;3;3-Jun-20;Halan Martins;halan@gmail.com;São Paulo;Sudeste;11;947000000
Produto C;R$ 2.000;Cartão de Credito;12;3-Jun-20;Iata Martins;iata@gmail.com;Ceará;Nordeste;88;999100000
Produto B;R$ 1.000;Boleto Bancário;1;3-Jun-20;Kleberson Martins;kleberson@hotmail.com;São Paulo;Sudeste;11;972100000
Produto C;R$ 2.000;Cartão de Credito;10;3-Jun-20;Iara Martins;iara@gmail.com;Santa Catarina;Sul;47;999100000
Produto A;R$ 500;Cartão de Credito;12;3-Jun-20;Jardel Martins;jardel@gmail.com;Minas Gerais;Sudeste;33;988100000
Produto C;R$ 2.000;Cartão de Credito;12;4-Jun-20;Lázaro Martins;lazaro@terra.com.br;Minas Gerais;Sudeste;34;998000000
Produto A;R$ 500;Cartão de Credito;12;4-Jun-20;Asdrubal Martins;asdrubal@yahoo.com.br;Distrito Federal;Centro-Oeste;61;998000000
Produto B;R$ 1.000;Cartão de Credito;6;4-Jun-20;Homero Martins;homero@gmail.com;Paraíba;Nordeste;83;988900000
Produto A;R$ 500;Cartão de Credito;12;4-Jun-20;Jeane Martins;jeane@hotmail.com;São Paulo;Sudeste;12;991700000
Produto A;R$ 500;Cartão de Credito;12;4-Jun-20;Súlivan Martins;súlivan@gmail.com;Rio de Janeiro;Sudeste;22;998100000
Produto A;R$ 500;Cartão de Credito;10;5-Jun-20;Victório Martins;victorio@outlook.com;Pernambuco;Nordeste;81;996600000
Produto B;R$ 1.000;Cartão de Credito;12;5-Jun-20;Edison Martins;edison@gmail.com;Rio Grande do Sul;Sul;51;997400000
Produto A;R$ 500;Cartão de Credito;4;5-Jun-20;Myrcia Martins;myrcia@gmail.com;São Paulo;Sudeste;11;953600000
Produto A;R$ 500;Cartão de Credito;12;5-Jun-20;Tiffany Martins;tiffany@hotmail.com;Alagoas;Nordeste;82;997700000
Produto B;R$ 1.000;Boleto Bancário;1;5-Jun-20;Tamara Martins;tamara@gmail.com;Rio de Janeiro;Sudeste;21;979600000
Produto B;R$ 1.000;Cartão de Credito;1;5-Jun-20;Warlley Martins;warlley@outlook.com;Rio de Janeiro;Sudeste;22;992100000
Produto C;R$ 2.000;Cartão de Credito;12;6-Jun-20;Rosane Martins;rosane@gmail.com;Alagoas;Nordeste;82;993200000
Produto A;R$ 500;Cartão de Credito;1;6-Jun-20;Helmo Martins;helmo@gmail.com;São Paulo;Sudeste;11;940000000
Produto B;R$ 1.000;Cartão de Credito;1;6-Jun-20;Edinaldo Martins;edinaldo@gmail.com;Paraná;Sul;45;988000000
Produto C;R$ 2.000;Cartão de Credito;12;6-Jun-20;Arnaldo Martins;arnaldo@gmail.com;Bahia;Nordeste;73;999200000
Produto C;R$ 2.000;Cartão de Credito;1;6-Jun-20;Teófilo Martins;teofilo@hotmail.com;São Paulo;Sudeste;11;979600000
Produto B;R$ 1.000;Cartão de Credito;12;6-Jun-20;Enoc Martins;enoc@gmail.com;São Paulo;Sudeste;11;947400000
Produto C;R$ 2.000;Cartão de Credito;6;6-Jun-20;William Martins;william@gmail.com;Paraná;Sul;43;998100000
Produto C;R$ 2.000;Cartão de Credito;8;6-Jun-20;Laercio Martins;laercio@gmail.com;São Paulo;Sudeste;11;980900000
Produto C;R$ 2.000;Cartão de Credito;7;6-Jun-20;Feliphi Martins;feliphi@hotmail.com;São Paulo;Sudeste;11;942900000
Produto C;R$ 2.000;Boleto Bancário;1;6-Jun-20;Jeová Martins;jeova@hotmail.com;Maranhão;Nordeste;98;981600000
Produto B;R$ 1.000;Cartão de Credito;12;7-Jun-20;Silvio Martins;silvio@gmail.com;Rio de Janeiro;Sudeste;21;984700000
Produto B;R$ 1.000;Cartão de Credito;12;7-Jun-20;Natália Martins;natalia@gmail.com;Rio de Janeiro;Sudeste;21;999000000
Produto A;R$ 500;Cartão de Credito;12;7-Jun-20;Heber Martins;heber@yahoo.com.br;Pernambuco;Nordeste;81;988400000
Produto A;R$ 500;Boleto Bancário;1;7-Jun-20;Marilia Martins;marilia@hotmail.com;São Paulo;Sudeste;11;991900000
Produto A;R$ 500;Cartão de Credito;1;7-Jun-20;Josenilton Martins;josenilton@hotmail.com;Bahia;Nordeste;73;981100000
Produto C;R$ 2.000;Cartão de Credito;12;7-Jun-20;Joabe Martins;joabe@gmail.com;Rio de Janeiro;Sudeste;21;967200000
Produto A;R$ 500;Boleto Bancário;1;7-Jun-20;Priscila Martins;priscila@terra.com.br;São Paulo;Sudeste;11;951600000
Produto A;R$ 500;Cartão de Credito;12;8-Jun-20;Louis Martins;louis@gmail.com;Amazonas;Norte;92;981500000
Produto A;R$ 500;Cartão de Credito;5;8-Jun-20;Welbert Martins;welbert@yahoo.com.br;Pará;Norte;91;981700000
Produto B;R$ 1.000;Cartão de Credito;1;8-Jun-20;Helmut Martins;helmut@gmail.com;Distrito Federal;Centro-Oeste;61;981200000
Produto B;R$ 1.000;Cartão de Credito;1;9-Jun-20;Felippe Martins;felippe@hotmail.com;Rio de Janeiro;Sudeste;21;997900000
Produto C;R$ 2.000;Cartão de Credito;9;9-Jun-20;Jhone Martins;jhone@yahoo.com.br;Minas Gerais;Sudeste;31;986100000
Produto C;R$ 2.000;Cartão de Credito;6;9-Jun-20;Janderson Martins;janderson@gmail.com;Amazonas;Norte;92;992900000
Produto A;R$ 500;Cartão de Credito;12;9-Jun-20;Eliomar Martins;eliomar@gmail.com;Rio de Janeiro;Sudeste;21;971600000
Produto A;R$ 500;Cartão de Credito;1;9-Jun-20;Gesson Martins;gesson@hotmail.com;São Paulo;Sudeste;19;981300000
Produto A;R$ 500;Cartão de Credito;10;10-Jun-20;Chaiane Martins;chaiane@gmail.com;Rio Grande do Sul;Sul;55;991700000
Produto A;R$ 500;Cartão de Credito;8;10-Jun-20;Evair Martins;evair@hotmail.com;São Paulo;Sudeste;17;996300000
Produto B;R$ 1.000;Cartão de Credito;10;10-Jun-20;Kaisy Martins;kaisy@gmail.com;São Paulo;Sudeste;11;971700000
Produto B;R$ 1.000;Cartão de Credito;12;10-Jun-20;Giane Martins;giane@hotmail.com;Santa Catarina;Sul;48;999000000
Produto A;R$ 500;Cartão de Credito;3;10-Jun-20;Helida Martins;helida@hotmail.com;São Paulo;Sudeste;11;983900000
Produto B;R$ 1.000;Cartão de Credito;12;11-Jun-20;Deyse Martins;deyse@hotmail.com;Ceará;Nordeste;85;997200000
Produto A;R$ 500;Cartão de Credito;10;11-Jun-20;Gleyce Martins;gleyce@uol.com.br;Minas Gerais;Sudeste;31;996600000
Produto C;R$ 2.000;Cartão de Credito;1;11-Jun-20;Cleiton Martins;cleiton@uol.com.br;Minas Gerais;Sudeste;34;991800000
Produto A;R$ 500;Cartão de Credito;2;11-Jun-20;Elio Martins;elio@gmail.com;São Paulo;Sudeste;16;996200000
Produto A;R$ 500;Cartão de Credito;1;11-Jun-20;Bhruno Martins;bhruno@gmail.com;Rio de Janeiro;Sudeste;21;996300000
Produto C;R$ 2.000;Cartão de Credito;12;11-Jun-20;Gildasio Martins;gildasio@live.com;Bahia;Nordeste;71;981500000
Produto C;R$ 2.000;Cartão de Credito;1;11-Jun-20;Valeska Martins;valeska@gmail.com;Rio de Janeiro;Sudeste;21;967700000
Produto A;R$ 500;Cartão de Credito;12;11-Jun-20;Vinicus Martins;vinicus@gmail.com;São Paulo;Sudeste;11;943900000
Produto B;R$ 1.000;Cartão de Credito;3;11-Jun-20;Rhayane Martins;rhayane@hotmail.com;Rio de Janeiro;Sudeste;21;974000000
Produto A;R$ 500;Cartão de Credito;5;11-Jun-20;Elam Martins;elam@hotmail.com;São Paulo;Sudeste;17;996300000
Produto C;R$ 2.000;Cartão de Credito;2;12-Jun-20;Danilla Martins;danilla@hotmail.com;São Paulo;Sudeste;11;942100000
Produto B;R$ 1.000;Cartão de Credito;5;12-Jun-20;Thales Martins;thales@gmail.com;Rio de Janeiro;Sudeste;21;998400000
Produto A;R$ 500;Boleto Bancário;5;12-Jun-20;Cirlandia Martins;cirlandia@gmail.com;São Paulo;Sudeste;11;976000000
Produto C;R$ 2.000;Cartão de Credito;1;12-Jun-20;Walleska Martins;walleska@gmail.com;Espírito Santo;Sudeste;27;999300000
Produto A;R$ 500;Cartão de Credito;12;12-Jun-20;Rose Martins;rose@hotmail.com;Mato Grosso do Sul;Centro-Oeste;67;996900000
Produto B;R$ 1.000;Cartão de Credito;1;12-Jun-20;Íris Martins;iris@gmail.com;Pará;Norte;93;991900000
Produto A;R$ 500;Cartão de Credito;12;12-Jun-20;Naiton Martins;naiton@gmail.com;São Paulo;Sudeste;16;988000000
Produto B;R$ 1.000;Cartão de Credito;6;13-Jun-20;Thomaz Martins;thomaz@uol.com.br;São Paulo;Sudeste;11;951600000
Produto A;R$ 500;Cartão de Credito;3;13-Jun-20;Glenda Martins;glenda@hotmail.com;Tocantins;Norte;63;999300000
Produto A;R$ 500;Cartão de Credito;10;13-Jun-20;Guderiam Martins;guderiam@gmail.com;Distrito Federal;Centro-Oeste;61;992300000
Produto A;R$ 500;Cartão de Credito;3;13-Jun-20;Klesio Martins;klesio@gmail.com;São Paulo;Sudeste;11;991500000
Produto A;R$ 500;Cartão de Credito;10;13-Jun-20;Marden Martins;marden@gmail.com;Minas Gerais;Sudeste;34;988500000
Produto B;R$ 1.000;Cartão de Credito;12;13-Jun-20;Hugo Martins;hugo@gmail.com;Ceará;Nordeste;85;988200000
Produto C;R$ 2.000;Cartão de Credito;12;13-Jun-20;Geórgia Martins;georgia@gmail.com;Pernambuco;Nordeste;81;994700000
Produto B;R$ 1.000;Cartão de Credito;12;13-Jun-20;Sandrele Martins;sandrele@gmail.com;São Paulo;Sudeste;13;988100000
Produto C;R$ 2.000;Cartão de Credito;12;13-Jun-20;Edmar Martins;edmar@gmail.com;Rio de Janeiro;Sudeste;24;992400000
Produto A;R$ 500;Cartão de Credito;12;14-Jun-20;Genny Martins;genny@gmail.com;Minas Gerais;Sudeste;34;999100000
Produto A;R$ 500;Cartão de Credito;12;14-Jun-20;Mirosmar Martins;mirosmar@gmail.com;Minas Gerais;Sudeste;31;983600000
Produto A;R$ 500;Cartão de Credito;6;14-Jun-20;Edvaldo Martins;edvaldo@hotmail.com;São Paulo;Sudeste;19;999600000
Produto A;R$ 500;Cartão de Credito;1;14-Jun-20;Josimari Martins;josimari@hotmail.com;Distrito Federal;Centro-Oeste;61;982300000
Produto A;R$ 500;Boleto Bancário;1;14-Jun-20;Andrei Martins;andrei@hotmail.com;São Paulo;Sudeste;16;991200000
Produto B;R$ 1.000;Cartão de Credito;1;14-Jun-20;Cauê Martins;caue@gmail.com;São Paulo;Sudeste;19;982300000
Produto C;R$ 2.000;Cartão de Credito;1;15-Jun-20;Adenilton Martins;adenilton@gmail.com;São Paulo;Sudeste;15;981000000
